iteration,gradient_boosting_train_top1,gradient_boosting_train_logLoss,gradient_boosting_validation_top1,gradient_boosting_validation_logLoss,gradient_boosting_hard_validation_top1,gradient_boosting_hard_validation_logLoss,gradient_boosting_test_top1,gradient_boosting_test_logLoss,ensemble_train_top1,ensemble_train_logLoss,ensemble_validation_top1,ensemble_validation_logLoss,ensemble_hard_validation_top1,ensemble_hard_validation_logLoss,ensemble_test_top1,ensemble_test_logLoss
118,1.0,0.004755617345529694,0.986,0.04399964259500716,0.9745454545454545,0.07854379685222,0.981,0.05863865347947204,0.999875,0.010018722346369259,0.988,0.04252732384929695,0.9781818181818182,0.07454502226775213,0.983,0.051562027672508025
119,1.0,0.004673824281466728,0.986,0.044076534576266486,0.9745454545454545,0.07870685131556952,0.981,0.05835257758752625,0.999875,0.009952263512616868,0.988,0.04247710370923591,0.9781818181818182,0.07447210933788857,0.983,0.051355104897618416
120,1.0,0.004603262294225868,0.986,0.04400976504513467,0.9745454545454545,0.07858414014380007,0.981,0.0582372899484602,0.999875,0.00989388733533178,0.988,0.0423879141031045,0.9781818181818182,0.07430878328464068,0.983,0.051238962835107454
121,1.0,0.004517230275317896,0.986,0.04394373176550171,0.9745454545454545,0.07849624578086108,0.981,0.058244928001123415,0.999875,0.009822350482906904,0.988,0.042300698795814294,0.9781818181818182,0.07417595262052562,0.983,0.05121113949712454
122,1.0,0.0044627482044136205,0.986,0.04376269226914113,0.9745454545454545,0.07821601093463625,0.981,0.058197264022566024,0.999875,0.00977780392787407,0.988,0.04214465833153346,0.9781818181818182,0.07393145760958,0.983,0.05113321684823372
123,1.0,0.004371310777093496,0.985,0.043792704334541896,0.9727272727272728,0.07828247466787434,0.981,0.05821708457263416,0.999875,0.009701647432084253,0.986,0.042127195246729095,0.9745454545454545,0.07390897368787627,0.983,0.051088975149372544
124,1.0,0.004300325123331413,0.985,0.04375662464055228,0.9727272727272728,0.07824690858719097,0.981,0.05828563697308429,0.999875,0.009642661687864774,0.985,0.04204194688222214,0.9727272727272728,0.0737780698105833,0.983,0.05107859157590843
125,1.0,0.004218316456122986,0.985,0.04371929647714227,0.9727272727272728,0.07818902817302976,0.98,0.058078945997895516,1.0,0.009574544631440743,0.986,0.04196024621429016,0.9745454545454545,0.07363728075568815,0.983,0.05099257986895315
126,1.0,0.00414041354491053,0.985,0.043692639698567674,0.9727272727272728,0.07817763057329073,0.98,0.057918249079321214,1.0,0.009510352066555155,0.986,0.04185182144957183,0.9745454545454545,0.07346992964694539,0.983,0.05092943312516548
127,1.0,0.004054182722673587,0.986,0.04374215890435568,0.9745454545454545,0.07827897648312554,0.98,0.05773828666520195,1.0,0.009439297461697378,0.986,0.04178641421259093,0.9745454545454545,0.07336000541751601,0.983,0.05077992523511586
128,1.0,0.003947649375081217,0.986,0.043266865366850524,0.9745454545454545,0.07745042336799889,0.979,0.05759239440990662,1.0,0.00935136024280165,0.986,0.04149725405264119,0.9745454545454545,0.07286282111159154,0.982,0.0506451043930867
129,1.0,0.0038971065188379878,0.986,0.04327170804068575,0.9745454545454545,0.07747318398618522,0.979,0.05761132384973485,1.0,0.009309217368200486,0.986,0.04143383189347725,0.9745454545454545,0.07275853299010795,0.982,0.050628260387004735
130,1.0,0.0038177014497623343,0.986,0.04323488896724429,0.9745454545454545,0.07740948022429345,0.979,0.057309781007277565,1.0,0.009243395877241154,0.986,0.041392659847394625,0.9745454545454545,0.07268602014935813,0.982,0.050425685172082596
131,1.0,0.0037579685917057053,0.986,0.043187316518894646,0.9745454545454545,0.0773366426910645,0.979,0.057235154285218075,1.0,0.009193761986450107,0.986,0.04130148764649622,0.9745454545454545,0.07253116584868043,0.982,0.050395372165722284
132,1.0,0.0037007293840302783,0.986,0.04298306242100076,0.9745454545454545,0.0770011079491075,0.979,0.057155109486273024,1.0,0.009146195721923453,0.987,0.04113417408346177,0.9763636363636363,0.07225569129126676,0.982,0.05034504630169921
133,1.0,0.003642116768348601,0.986,0.04286999961345308,0.9745454545454545,0.07682478880736009,0.979,0.057046978466351365,1.0,0.009097172194630116,0.987,0.04100464753371746,0.9763636363636363,0.07204377077917318,0.982,0.05026959103925232
134,1.0,0.0035672805509335444,0.986,0.04280572177944458,0.9745454545454545,0.07673221738948248,0.979,0.05686960060968362,1.0,0.009034712904992562,0.987,0.04089136789450686,0.9763636363636363,0.07185729394709484,0.982,0.0501431525700184
135,1.0,0.0035009833215840294,0.986,0.04259627874347735,0.9745454545454545,0.07639180029714689,0.98,0.056777185021258066,1.0,0.008980018834003968,0.987,0.040747886663467923,0.9763636363636363,0.07162914119990446,0.983,0.05006449211802583
136,1.0,0.003457953447510034,0.986,0.04256400582566549,0.9745454545454545,0.07634404149761802,0.98,0.05669380863183881,1.0,0.008944783133610634,0.987,0.040692272865959896,0.9763636363636363,0.07153665981422418,0.983,0.050009048272291905
137,1.0,0.0033961821575680014,0.985,0.04258493219821514,0.9727272727272728,0.07639260861791797,0.98,0.05652552386604746,1.0,0.008894174095612852,0.985,0.04064288495352724,0.9727272727272728,0.07145512677543431,0.983,0.04996191818970806
138,1.0,0.0033463607060349497,0.985,0.042591913623289304,0.9727272727272728,0.07641063129243517,0.98,0.056568071051282455,1.0,0.008853458745616128,0.986,0.04058131861838297,0.9745454545454545,0.07134719519567204,0.983,0.049970965597161195
139,1.0,0.0032910224563709655,0.986,0.042504273422121416,0.9745454545454545,0.07627597909000493,0.98,0.056428480566734864,1.0,0.008807697237210541,0.986,0.040477893181518676,0.9745454545454545,0.07117912030604293,0.983,0.049952075807797786
140,1.0,0.003226497264298179,0.985,0.042423573981621075,0.9727272727272728,0.07615036476696826,0.98,0.05619270262844252,1.0,0.008754523777801417,0.985,0.04040034813611245,0.9727272727272728,0.07105516331600847,0.983,0.049846256698865624
141,1.0,0.0031625860150715362,0.986,0.04223763760344133,0.9745454545454545,0.07584309906167713,0.979,0.05597525578434902,1.0,0.008701685988532572,0.986,0.0401911577716547,0.9745454545454545,0.07069981979384722,0.982,0.049699288083370145
142,1.0,0.0030940284818426894,0.986,0.04213444680564418,0.9745454545454545,0.07565016994705322,0.979,0.05613708008730919,1.0,0.00864395041004987,0.986,0.04008282550115635,0.9745454545454545,0.07049832199700037,0.982,0.049736754208299615
143,1.0,0.0030601648353863337,0.986,0.042260636573511964,0.9745454545454545,0.07589307225098138,0.979,0.05599374535422136,1.0,0.008615905004370166,0.986,0.0400995138781567,0.9745454545454545,0.07053944041477032,0.982,0.04963307222184176
144,1.0,0.0029979980458492367,0.985,0.04212107572222814,0.9727272727272728,0.07566346568797197,0.979,0.05572397655735714,1.0,0.008564553072627804,0.985,0.03997359592885242,0.9727272727272728,0.07033009679900598,0.982,0.049495317127307155
145,1.0,0.0029705259573905617,0.985,0.04214712787732185,0.9727272727272728,0.07571251146613597,0.979,0.05563416608462346,1.0,0.00854222405064714,0.985,0.03992695464884354,0.9727272727272728,0.07024635439837479,0.982,0.04944876534090512
146,1.0,0.0029261869090585852,0.985,0.042246736143969,0.9727272727272728,0.07589523671593294,0.979,0.05553290692270081,1.0,0.008505541654169158,0.986,0.03992309228546097,0.9745454545454545,0.07024041718491555,0.982,0.04935428701740665
147,1.0,0.0028971526155730743,0.985,0.04224191158893494,0.9727272727272728,0.07591213512532186,0.979,0.055424290536007,1.0,0.008481810245903802,0.986,0.03982747542778629,0.9745454545454545,0.07008734299853801,0.982,0.049351190329972414
148,1.0,0.002848425556976449,0.985,0.04245635982145055,0.9727272727272728,0.0763039913727541,0.979,0.055308738046215424,1.0,0.008441209299110344,0.986,0.039881266963262225,0.9745454545454545,0.07018638372471664,0.982,0.049314992556726896
149,1.0,0.002810379299808827,0.984,0.04257587751373825,0.9709090909090909,0.07653700176336464,0.979,0.05534880793857692,1.0,0.008409983262125874,0.985,0.0398906123761207,0.9727272727272728,0.07021613115223496,0.982,0.04933085114312517
150,1.0,0.0027563039615762066,0.985,0.042471500453315075,0.9727272727272728,0.07635064596438451,0.979,0.05506187944715461,1.0,0.00836511202915003,0.986,0.03972891567797655,0.9745454545454545,0.06992456508854793,0.982,0.0491466949339015
151,1.0,0.0027096191980023623,0.985,0.042329805734943306,0.9727272727272728,0.07609246359535798,0.979,0.054707352011172855,1.0,0.00832663939173783,0.986,0.03956933860618567,0.9745454545454545,0.06963376475099296,0.981,0.04895986145468893
152,1.0,0.00268185160377276,0.985,0.04221038732738877,0.9727272727272728,0.07588624813476269,0.979,0.0546324968320418,1.0,0.008303916364059895,0.986,0.03941877352137155,0.9745454545454545,0.06936877737956387,0.982,0.048890396301691834
153,1.0,0.0026274653445757705,0.985,0.04203874229732965,0.9727272727272728,0.07558808486813455,0.979,0.054373641502118146,1.0,0.008258833959342201,0.986,0.039254532588362596,0.9745454545454545,0.06908133738411643,0.981,0.04873671532881922
154,1.0,0.002583117537704278,0.985,0.04201507858902937,0.9727272727272728,0.07554969113009476,0.979,0.05435998228429652,1.0,0.008221788178669469,0.986,0.03919652823820542,0.9745454545454545,0.06897942594366917,0.981,0.048703022855135926
155,1.0,0.002540943219571798,0.985,0.042085704313798294,0.9727272727272728,0.0756869357420442,0.979,0.0541849531479505,1.0,0.008186774031782161,0.986,0.039169126271059465,0.9745454545454545,0.06893667252934757,0.982,0.04859692160968342
156,1.0,0.0024960099961004265,0.984,0.041981181977029734,0.9709090909090909,0.07549978785229866,0.979,0.05382499971936189,1.0,0.008149204416973038,0.986,0.03903567304774387,0.9745454545454545,0.06869620904314443,0.982,0.04842821002111313
157,1.0,0.002454311980910467,0.984,0.04190680551158471,0.9709090909090909,0.07538108445963343,0.979,0.05368645609467319,1.0,0.008114246607876154,0.985,0.03891972503874435,0.9727272727272728,0.06849871570701663,0.981,0.0483471036080046
158,1.0,0.0024271387198167137,0.984,0.041925304106621895,0.9709090909090909,0.07543092536075066,0.979,0.05369122342304425,1.0,0.00809156943353617,0.985,0.038915654992652725,0.9727272727272728,0.06850441100070388,0.983,0.04832482309073016
159,1.0,0.0023963845010765085,0.984,0.041982721951468696,0.9709090909090909,0.07552647374896845,0.979,0.05359470973341309,1.0,0.008066063761814037,0.985,0.038886993162087276,0.9727272727272728,0.06844495968781912,0.983,0.04826743273058386
160,1.0,0.002359933022158711,0.985,0.042158814572292196,0.9727272727272728,0.07587237913037491,0.979,0.053500773197158645,1.0,0.008035927416261216,0.986,0.03893039941922231,0.9745454545454545,0.06854475854238869,0.982,0.04818919754388388
