stage,rank,logistic_weight,random_forest_weight,gradient_boosting_weight,log_loss,top1,ece,selected,search_skipped,skip_reason
fine,31,0.02,0.15,0.8300000000000001,0.04743153999584163,0.984875,0.00857003298315994,False,False,
fine,32,0.0,0.28,0.72,0.04744227824390107,0.98625,0.011629152207678023,False,False,
fine,33,0.02,0.23,0.75,0.04744972206246721,0.98575,0.011456163363277004,False,False,
fine,34,0.0,0.16,0.84,0.04746411792193743,0.984625,0.007172558451691761,False,False,
fine,35,0.01,0.14,0.85,0.04748287459895527,0.984625,0.007306745376840677,False,False,
fine,36,0.01,0.27,0.72,0.0474900241993821,0.98625,0.012025589738156737,False,False,
fine,37,0.02,0.14,0.84,0.04749822003811566,0.98475,0.00804698948159064,False,False,
fine,38,0.02,0.24,0.74,0.04750686742137583,0.985875,0.011508925975111935,False,False,
fine,39,0.0,0.29,0.71,0.04751828149245053,0.98625,0.01175676004024185,False,False,
fine,40,0.03,0.17,0.8,0.047528462538155215,0.984875,0.010092738200653175,False,False,
fine,41,0.03,0.18,0.79,0.047529197923878434,0.985125,0.009984868667896897,False,False,
